CleanedJuryData.csv,judge,type,code,jcp,age,gender,edu,,NOTES,,
10,AWT,criminal,CP,CP,44,M,14,,,,
10,AWT,criminal,J,NCP,37,M,18,,,,
10,AWT,criminal,CP,CP,38,F,13,,,,
10,AWT,criminal,PD,NCP,38,M,15,,,,
10,AWT,criminal,J,NCP,52,F,12,,,,
10,AWT,criminal,J,NCP,50,M,17,,,,
10,AWT,criminal,CP,CP,40,M,13,,,,
10,AWT,criminal,CP,CP,67,M,16,,,,
10,AWT,criminal,CP,CP,56,M,14,,,,
10,AWT,criminal,J,NCP,53,F,18,,,,
10,AWT,criminal,CP,CP,24,M,17,,,,
10,AWT,criminal,CP,CP,43,M,20,,,,
10,AWT,criminal,PP,NCP,60,M,14,,,,
10,AWT,criminal,PD,NCP,39,F,14,,,,
10,AWT,criminal,PP,NCP,45,M,22,,,,
10,AWT,criminal,CP,CP,50,M,16,,,,
10,AWT,criminal,CP,CP,45,M,17,,,,
10,AWT,criminal,PD,NCP,24,F,17,,,,
10,AWT,criminal,CP,CP,31,F,13,,,,
10,AWT,criminal,CP,CP,34,M,18,,,,
10,AWT,criminal,CP,CP,35,F,16,,,,
10,AWT,criminal,PP,NCP,68,F,15,,,,
10,AWT,criminal,CP,CP,27,F,14,,,,
10,AWT,criminal,PD,NCP,61,F,12,,,,
10,AWT,criminal,CP,CP,39,F,15,,,,
10,AWT,criminal,J,NCP,64,F,14,,,,
10,AWT,criminal,PD,NCP,43,M,12,,,,
10,AWT,criminal,CP,CP,30,F,13,,,,
10,AWT,criminal,CP,CP,28,F,16,,,,
10,AWT,criminal,CP,CP,59,M,10,,,,
10,AWT,criminal,CP,CP,63,M,14,,,,
10,AWT,criminal,CP,CP,70,F,12,,,,
10,AWT,criminal,J,NCP,48,F,13,,,,
10,AWT,criminal,PP,NCP,34,F,12,,,,
10,AWT,criminal,CP,CP,48,M,14,,,,
10,AWT,criminal,CP,CP,35,F,18,,,,
10,AWT,criminal,CP,CP,45,F,13,,,,
10,AWT,criminal,J,NCP,49,F,12,,,,
10,AWT,criminal,CP,CP,60,F,16,,,,
10,AWT,criminal,PD,NCP,47,F,12,,,,
10,AWT,criminal,CP,CP,57,F,19,,,,
10,AWT,criminal,CP,CP,45,F,19,,,,
10,AWT,criminal,J,NCP,60,M,22,,,,
10,AWT,criminal,J,NCP,34,F,14,,,,
10,AWT,criminal,CP,CP,38,M,12,,,,
10,AWT,criminal,CP,CP,43,M,19,,,,
10,AWT,criminal,CP,CP,40,M,16,,,,
10,AWT,criminal,PP,NCP,39,M,20,,,,
10,AWT,criminal,PP,NCP,45,F,20,,,,
10,AWT,criminal,CP,CP,52,F,13,,,,
10,AWT,criminal,CP,CP,55,M,12,,,,
10,AWT,criminal,PD,NCP,53,M,16,,,,
10,AWT,criminal,PD,NCP,35,M,17,,,,
10,AWT,criminal,PP,NCP,40,F,22,,,,
10,AWT,criminal,CP,CP,25,M,12,,,,
10,AWT,criminal,CP,CP,49,M,10,,,,
10,AWT,criminal,CP,CP,52,F,16,,,,
10,AWT,criminal,J,NCP,44,F,16,,,,
10,AWT,criminal,J,NCP,52,M,18,,,,
10,AWT,criminal,CP,CP,23,M,12,,,,
10,AWT,criminal,CP,CP,61,F,13,,,,
10,AWT,criminal,CP,CP,34,F,13,,,,
10,AWT,criminal,J,NCP,27,M,22,,,,
10,AWT,criminal,PD,NCP,36,M,12,,,,
10,AWT,criminal,CP,CP,40,F,16,,,,
10,AWT,criminal,CP,CP,46,M,12,,,,
10,AWT,criminal,CP,CP,66,M,12,,,,
10,AWT,criminal,CP,CP,43,F,17,,,,
10,AWT,criminal,CP,CP,29,M,13,,,,
10,AWT,criminal,CP,CP,34,M,11,,,,
10,AWT,criminal,CP,CP,35,F,18,,,,
10,AWT,criminal,PP,NCP,28,M,17,,,,
10,AWT,criminal,J,NCP,38,M,17,,,,
10,AWT,criminal,CP,CP,41,F,13,,,,
10,AWT,criminal,PD,NCP,52,M,13,,,,
10,AWT,criminal,J,NCP,39,F,18,,,,
10,AWT,criminal,CP,CP,43,M,14,,,,
10,AWT,criminal,PD,NCP,40,M,16,,,,
10,AWT,criminal,J,NCP,31,F,12,,,,
11,EBB,criminal,PD,NCP,42,M,18,,,,
11,EBB,criminal,PD,NCP,52,F,13,,,,
11,EBB,criminal,J,NCP,64,M,12,,,,
11,EBB,criminal,J,NCP,42,F,14,,,,
11,EBB,criminal,PD,NCP,48,F,13,,,,
11,EBB,criminal,J,NCP,57,M,13,,,,
11,EBB,criminal,CP,CP,40,M,14,,,,
11,EBB,criminal,PD,NCP,46,F,12,,,,
11,EBB,criminal,PD,NCP,62,M,16,,,,
11,EBB,criminal,CP,CP,60,M,14,,,,
11,EBB,criminal,J,NCP,43,M,17,,,,
11,EBB,criminal,CP,CP,35,F,15,,,,
11,EBB,criminal,J,NCP,45,F,12,,,,
11,EBB,criminal,PD,NCP,29,M,12,,,,
11,EBB,criminal,J,NCP,45,F,12,,,,
11,EBB,criminal,J,NCP,47,M,12,,,,
11,EBB,criminal,PP,NCP,25,M,14,,,,
11,EBB,criminal,PD,NCP,37,M,15,,,,
11,EBB,criminal,PP,NCP,38,M,16,,,,
11,EBB,criminal,J,NCP,53,M,14,,,,
11,EBB,criminal,PD,NCP,45,M,12,,,,
11,EBB,criminal,CP,CP,71,M,12,,,,
11,EBB,criminal,J,NCP,49,M,14,,,,
11,EBB,criminal,J,NCP,36,F,17,,,,
11,EBB,criminal,J,NCP,48,M,16,,,,
11,EBB,criminal,PP,NCP,58,F,11,,,,
11,EBB,criminal,J,NCP,57,F,12,,,,
11,EBB,criminal,PP,NCP,24,M,16,,,,
11,EBB,criminal,PD,NCP,58,F,16,,,,
11,EBB,criminal,J,NCP,55,M,16,,,,
11,EBB,criminal,PD,NCP,58,F,16,,,,
11,EBB,criminal,J,NCP,28,F,19,,,,
11,EBB,criminal,PD,NCP,41,M,17,,,,
11,EBB,criminal,CP,CP,53,M,16,,,,
11,EBB,criminal,CP,CP,73,M,20,,,,
11,EBB,criminal,CP,CP,41,F,12,,,,
11,EBB,criminal,J,NCP,48,F,14,,,,
11,EBB,criminal,J,NCP,50,M,17,,,,
11,EBB,criminal,J,NCP,49,F,16,,,,
11,EBB,criminal,J,NCP,50,F,12,,,,
11,EBB,criminal,PP,NCP,59,F,19,,,,
11,EBB,criminal,NCP,NCP,47,M,17,,,,
11,EBB,criminal,NCP,NCP,49,M,22,,,,
11,EBB,criminal,NCP,NCP,40,M,12,,,,
11,EBB,criminal,NCP,NCP,39,M,19,,,,
11,EBB,criminal,NCP,NCP,40,M,14,,,,
11,EBB,criminal,NCP,NCP,29,F,22,,,,
11,EBB,criminal,NCP,NCP,42,M,17,,,,
11,EBB,criminal,NCP,NCP,34,F,16,,,,
11,EBB,criminal,NCP,NCP,55,M,21,,,,
11,EBB,criminal,NCP,NCP,47,M,14,,,,
11,EBB,criminal,NCP,NCP,58,F,12,,,,
11,EBB,criminal,NCP,NCP,58,F,12,,,,
11,EBB,criminal,CP,CP,61,F,11,,,,
11,EBB,criminal,NCP,NCP,21,M,13,,,,
11,EBB,criminal,CP,CP,62,F,18,,,,
11,EBB,criminal,NCP,NCP,32,M,13,,,,
11,EBB,criminal,NCP,NCP,39,F,12,,,,
11,EBB,criminal,NCP,NCP,47,F,16,,,,
11,EBB,criminal,CP,CP,44,F,14,,,,
11,EBB,criminal,CP,CP,48,F,19,,,,
11,EBB,criminal,NCP,NCP,48,M,18,,,,
11,EBB,criminal,NCP,NCP,41,F,12,,,,
11,EBB,criminal,NCP,NCP,23,F,14,,,,
11,EBB,criminal,NCP,NCP,46,M,13,,,,
11,EBB,criminal,NCP,NCP,26,F,16,,,,
11,EBB,criminal,CP,CP,35,F,12,,,,
11,EBB,criminal,NCP,NCP,59,M,12,,,,
12,JBA,criminal,PP,NCP,31,M,12,,,,
12,JBA,criminal,PD,NCP,51,F,13,,,,
12,JBA,criminal,PD,NCP,40,F,16,,,,
12,JBA,criminal,PD,NCP,55,F,22,,,,
12,JBA,criminal,PD,NCP,65,M,14,,,,
12,JBA,criminal,PD,NCP,60,M,16,,,,
12,JBA,criminal,J,NCP,35,F,19,,,,
12,JBA,criminal,J,NCP,53,M,15,,,,
12,JBA,criminal,CP,CP,43,F,12,,,,
12,JBA,criminal,CP,CP,49,M,18,,,,
12,JBA,criminal,PP,NCP,56,F,18,,,,
12,JBA,criminal,CP,CP,52,M,17,,,,
12,JBA,criminal,J,NCP,39,M,14,,,,
12,JBA,criminal,J,NCP,46,M,14,,,,
12,JBA,criminal,CP,CP,64,M,22,,,,
12,JBA,criminal,PD,NCP,34,F,16,,,,
12,JBA,criminal,PP,NCP,46,M,12,,,,
12,JBA,criminal,J,NCP,25,F,14,,,,
12,JBA,criminal,J,NCP,23,F,16,,,,
12,JBA,criminal,PD,NCP,57,F,18,,,,
12,JBA,criminal,PP,NCP,26,F,14,,,,
12,JBA,criminal,J,NCP,54,M,14,,,,
12,JBA,criminal,PD,NCP,60,F,13,,,,
12,JBA,criminal,J,NCP,67,M,22,,,,
12,JBA,criminal,PP,NCP,60,F,12,,,,
12,JBA,criminal,J,NCP,57,F,12,,,,
12,JBA,criminal,PD,NCP,26,M,16,,,,
12,JBA,criminal,J,NCP,38,M,20,,,,
12,JBA,criminal,J,NCP,39,M,15,,,,
12,JBA,criminal,PP,NCP,45,F,22,,,,
12,JBA,criminal,J,NCP,50,M,21,,,,
12,JBA,criminal,J,NCP,56,F,12,,,,
12,JBA,criminal,CP,CP,39,M,22,,,,
12,JBA,criminal,J,NCP,53,M,16,,,,
12,JBA,criminal,PD,NCP,34,F,16,,,,
12,JBA,criminal,J,NCP,56,M,20,,,,
12,JBA,criminal,J,NCP,46,F,18,,,,
12,JBA,criminal,PP,NCP,58,F,12,,,,
12,JBA,criminal,PP,NCP,36,M,14,,,,
12,JBA,criminal,CP,CP,55,F,22,,,,
12,JBA,criminal,NCP,NCP,49,F,14,,,,
12,JBA,criminal,NCP,NCP,45,M,16,,,,
12,JBA,criminal,NCP,NCP,48,M,16,,,,
12,JBA,criminal,NCP,NCP,46,M,12,,,,
12,JBA,criminal,CP,CP,52,M,20,,,,
12,JBA,criminal,CP,CP,63,M,16,,,,
12,JBA,criminal,NI,NI,58,F,14,,,,
12,JBA,criminal,NI,NI,43,F,12,,,,
12,JBA,criminal,NI,NI,50,M,12,,,,
12,JBA,criminal,NI,NI,56,M,16,,,,
12,JBA,criminal,NI,NI,33,M,14,,,,
12,JBA,criminal,NI,NI,27,M,14,,,,
12,JBA,criminal,NI,NI,66,M,16,,,,
12,JBA,criminal,NI,NI,37,M,14,,,,
12,JBA,criminal,NI,NI,60,F,16,,,,
12,JBA,criminal,NI,NI,27,M,17,,,,
12,JBA,criminal,NI,NI,44,M,17,,,,
12,JBA,criminal,NI,NI,25,M,17,,,,
12,JBA,criminal,NI,NI,56,M,17,,,,
12,JBA,criminal,NI,NI,53,F,15,,,,
12,JBA,criminal,NI,NI,66,F,12,,,,
12,JBA,criminal,NI,NI,54,M,12,,,,
12,JBA,criminal,NI,NI,69,M,22,,,,
12,JBA,criminal,NI,NI,54,F,12,,,,
12,JBA,criminal,NI,NI,54,M,12,,,,
12,JBA,criminal,NI,NI,29,F,22,,,,
12,JBA,criminal,NI,NI,22,M,15,,,,
12,JBA,criminal,NI,NI,46,M,16,,,,
12,JBA,criminal,NI,NI,44,F,16,,,,
12,JBA,criminal,NI,NI,55,F,22,,,,
12,JBA,criminal,NI,NI,44,F,14,,,,
12,JBA,criminal,NI,NI,59,F,22,,,,
12,JBA,criminal,NI,NI,34,M,16,,,,
12,JBA,criminal,NI,NI,66,F,12,,,,
12,JBA,criminal,NI,NI,37,M,20,,,,
12,JBA,criminal,NI,NI,28,F,17,,,,
12,JBA,criminal,NI,NI,44,F,16,,,,
12,JBA,criminal,NI,NI,43,F,14,,,,
12,JBA,criminal,NI,NI,43,F,18,,,,
12,JBA,criminal,NI,NI,62,F,22,,,,
12,JBA,criminal,NI,NI,62,F,12,,,,
12,JBA,criminal,NI,NI,62,F,13,,,,
12,JBA,criminal,NI,NI,39,M,12,,,,
39,GLG,civil,J,NCP,41,M,19,,,,
39,GLG,civil,J,NCP,63,M,17,,,,
39,GLG,civil,PP,NCP,69,M,12,,,,
39,GLG,civil,J,NCP,45,M,12,,,,
39,GLG,civil,J,NCP,53,M,9,,,,
39,GLG,civil,J,NCP,48,F,14,,,,
39,GLG,civil,CP,CP,66,F,17,,,,
39,GLG,civil,CP,CP,51,M,13,,,,
39,GLG,civil,PPPD,NCP,47,F,14,,,,
39,GLG,civil,CP,CP,25,M,18,,,,
39,GLG,civil,CP,CP,68,M,12,,,,
39,GLG,civil,PP,NCP,48,M,14,,,,
39,GLG,civil,PD,NCP,49,F,15,,,,
39,GLG,civil,J,NCP,45,F,14,,,,
39,GLG,civil,J,NCP,52,F,17,,,,
39,GLG,civil,CP,CP,63,M,16,,,,
39,GLG,civil,CP,CP,54,M,14,,,,
39,GLG,civil,J,NCP,59,M,13,,,,
39,GLG,civil,PD,NCP,42,M,16,,,,
39,GLG,civil,PP,NCP,61,F,14,,,,
39,GLG,civil,J,NCP,67,M,19,,,,
39,GLG,civil,PD,NCP,42,M,14,,,,
39,GLG,civil,NI,NI,62,F,12,,,,
39,GLG,civil,NI,NI,24,M,16,,,,
39,GLG,civil,NI,NI,53,M,14,,,,
39,GLG,civil,NI,NI,43,M,16,,,,
39,GLG,civil,NI,NI,62,M,20,,,,
39,GLG,civil,NI,NI,30,M,16,,,,
39,GLG,civil,NI,NI,61,M,12,,,,
39,GLG,civil,NI,NI,43,M,16,,,,
39,GLG,civil,NI,NI,57,F,18,,,,
39,GLG,civil,NI,NI,45,F,22,,,,
39,GLG,civil,NI,NI,44,M,12,,,,
39,GLG,civil,NI,NI,49,F,14,,,,
39,GLG,civil,NI,NI,47,M,16,,,,
39,GLG,civil,NI,NI,53,M,16,,,,
39,GLG,civil,NI,NI,37,M,18,,,,
39,GLG,civil,NI,NI,39,F,18,,,,
39,GLG,civil,NI,NI,65,M,7,,,,
39,GLG,civil,NI,NI,74,M,12,,,,
39,GLG,civil,NI,NI,41,M,13,,,,
39,GLG,civil,NI,NI,30,M,16,,,,
39,GLG,civil,NI,NI,63,M,13,,,,
39,GLG,civil,NI,NI,49,F,16,,,,
39,GLG,civil,NI,NI,60,M,14,,,,
39,GLG,civil,NI,NI,57,F,14,,,,
39,GLG,civil,NI,NI,69,F,22,,,,
39,GLG,civil,NI,NI,69,F,15,,,,
39,GLG,civil,NI,NI,48,M,16,,,,
39,GLG,civil,NI,NI,65,M,14,,,,
39,GLG,civil,NI,NI,30,M,12,,,,
43,PCD,civil,J,NCP,61,M,14,,,,
43,PCD,civil,CP,CP,44,F,15,,,,
43,PCD,civil,J,NCP,34,M,18,,,,
43,PCD,civil,J,NCP,53,M,18,,,,
43,PCD,civil,CP,CP,38,M,12,,,,
43,PCD,civil,CP,CP,32,F,16,,,,
43,PCD,civil,PD,NCP,53,F,9,,,,
43,PCD,civil,J,NCP,62,M,12,,,,
43,PCD,civil,J,NCP,45,F,14,,,,
43,PCD,civil,J,NCP,42,M,12,,,,
43,PCD,civil,CP,CP,32,M,14,,,,
43,PCD,civil,J,NCP,59,M,12,,,,
43,PCD,civil,J,NCP,38,M,11,,,,
43,PCD,civil,J,NCP,50,F,13,,,,
43,PCD,civil,CP,CP,28,M,14,,,,
43,PCD,civil,J,NCP,62,F,10,,,,
43,PCD,civil,PD,NCP,58,F,16,,,,
43,PCD,civil,CP,CP,52,M,12,,,,
43,PCD,civil,CP,CP,22,M,16,,,,
43,PCD,civil,CP,CP,51,F,13,,,,
43,PCD,civil,CP,CP,53,M,16,,,,
43,PCD,civil,J,NCP,42,M,16,,,,
43,PCD,civil,J,NCP,61,F,20,,,,
43,PCD,civil,J,NCP,30,F,22,,,,
43,PCD,civil,CP,CP,40,F,17,,,,
43,PCD,civil,PP,NCP,38,M,15,,,,
43,PCD,civil,J,NCP,63,F,12,,,,
43,PCD,civil,PP,NCP,28,F,12,,,,
43,PCD,civil,J,NCP,62,F,15,,,,
43,PCD,civil,J,NCP,65,M,16,,,,
43,PCD,civil,J,NCP,50,F,14,,,,
43,PCD,civil,PP,NCP,59,M,15,,,,
43,PCD,civil,PP,NCP,39,F,13,,,,
43,PCD,civil,J,NCP,31,F,18,,,,
43,PCD,civil,PD,NCP,46,F,15,,,,
43,PCD,civil,NCP,NCP,45,F,13,,,,
43,PCD,civil,NCP,NCP,58,F,14,,,,
43,PCD,civil,NCP,NCP,39,M,17,,,,
43,PCD,civil,NCP,NCP,47,F,12,,,,
43,PCD,civil,NCP,NCP,52,M,14,,,,
43,PCD,civil,CP,CP,41,M,12,,,,
43,PCD,civil,NCP,NCP,38,F,12,,,,
43,PCD,civil,NCP,NCP,56,M,14,,,,
43,PCD,civil,NCP,NCP,55,F,12,,,,
43,PCD,civil,NCP,NCP,57,F,13,,,,
43,PCD,civil,NCP,NCP,51,F,17,,,,
43,PCD,civil,NCP,NCP,35,M,21,,,,
43,PCD,civil,NCP,NCP,30,F,16,,,,
43,PCD,civil,NCP,NCP,52,M,15,,,,
43,PCD,civil,NCP,NCP,41,M,12,,,,
43,PCD,civil,NCP,NCP,23,M,16,,,,
43,PCD,civil,NCP,NCP,46,M,13,,,,
43,PCD,civil,NCP,NCP,41,M,16,,,,
43,PCD,civil,NCP,NCP,52,F,14,,,,
43,PCD,civil,NCP,NCP,50,M,22,,,,
43,PCD,civil,CP,CP,26,M,17,,,,
43,PCD,civil,NCP,NCP,35,F,17,,,,
43,PCD,civil,NCP,NCP,57,F,12,,,,
43,PCD,civil,NCP,NCP,37,M,14,,,,
43,PCD,civil,NCP,NCP,46,F,16,,,,
43,PCD,civil,NCP,NCP,48,F,17,,,,
44,PCD,civil,PPPD,NCP,41,M,17,,,,
44,PCD,civil,J,NCP,51,F,12,,,,
44,PCD,civil,CP,CP,27,M,22,,,,
44,PCD,civil,PD,NCP,46,F,12,,,,
44,PCD,civil,PP,NCP,41,F,22,,,,
44,PCD,civil,PD,NCP,42,M,12,,,,
44,PCD,civil,J,NCP,29,M,16,,,,
44,PCD,civil,PP,NCP,43,F,14,,,,
44,PCD,civil,J,NCP,39,M,16,,,,
44,PCD,civil,J,NCP,52,F,16,,,,
44,PCD,civil,J,NCP,37,M,16,,,,
44,PCD,civil,J,NCP,59,M,18,,,,
44,PCD,civil,PP,NCP,50,M,17,,,,
44,PCD,civil,CP,CP,24,M,18,,,,
44,PCD,civil,PD,NCP,49,M,13,,,,
44,PCD,civil,J,NCP,45,M,18,,,,
44,PCD,civil,J,NCP,41,M,22,,,,
44,PCD,civil,CP,CP,36,F,13,,,,
44,PCD,civil,J,NCP,52,F,19,,,,
44,PCD,civil,CP,CP,76,F,10,,,,
44,PCD,civil,J,NCP,45,M,14,,,,
44,PCD,civil,J,NCP,54,F,20,,,,
44,PCD,civil,J,NCP,56,M,14,,,,
44,PCD,civil,J,NCP,53,M,13,,,,
44,PCD,civil,J,NCP,57,F,16,,,,
44,PCD,civil,J,NCP,25,M,17,,,,
44,PCD,civil,J,NCP,64,M,15,,,,
44,PCD,civil,J,NCP,26,M,16,,,,
44,PCD,civil,J,NCP,32,M,18,,,,
44,PCD,civil,J,NCP,23,F,14,,,,
44,PCD,civil,J,NCP,35,M,14,,,,
44,PCD,civil,PP,NCP,49,M,12,,,,
44,PCD,civil,J,NCP,28,M,12,,,,
44,PCD,civil,CP,CP,25,M,12,,,,
44,PCD,civil,J,NCP,61,M,14,,,,
44,PCD,civil,J,NCP,68,F,11,,,,
44,PCD,civil,NI,NI,65,M,19,,,,
44,PCD,civil,NI,NI,55,M,15,,,,
44,PCD,civil,NI,NI,42,M,22,,,,
44,PCD,civil,NI,NI,48,M,16,,,,
44,PCD,civil,NI,NI,62,M,15,,,,
44,PCD,civil,NI,NI,56,M,12,,,,
44,PCD,civil,NI,NI,61,M,15,,,,
44,PCD,civil,NI,NI,43,M,16,,,,
44,PCD,civil,NI,NI,46,F,14,,,,
44,PCD,civil,NI,NI,59,M,17,,,,
44,PCD,civil,NI,NI,35,M,13,,,,
44,PCD,civil,NI,NI,50,M,16,,,,
44,PCD,civil,NI,NI,53,M,16,,,,
44,PCD,civil,NI,NI,72,M,22,,,,
44,PCD,civil,NI,NI,55,M,12,,,,
44,PCD,civil,NI,NI,61,F,12,,,,
44,PCD,civil,NI,NI,31,M,12,,,,
44,PCD,civil,NI,NI,65,M,13,,,,
44,PCD,civil,NI,NI,22,M,16,,,,
44,PCD,civil,NI,NI,21,M,13,,,,
44,PCD,civil,NI,NI,53,M,18,,,,
44,PCD,civil,NI,NI,34,F,14,,,,
44,PCD,civil,NI,NI,59,F,12,,,,
44,PCD,civil,NI,NI,34,F,18,,,,
44,PCD,civil,NI,NI,24,M,15,,,,
44,PCD,civil,NI,NI,40,F,12,,,,
44,PCD,civil,NI,NI,59,M,22,,,,
44,PCD,civil,NI,NI,55,F,16,,,,
44,PCD,civil,NI,NI,51,M,22,,,,
44,PCD,civil,NI,NI,32,F,16,,,,
44,PCD,civil,NI,NI,41,F,16,,,,
44,PCD,civil,NI,NI,46,F,12,,,,
44,PCD,civil,NI,NI,23,M,14,,,,
45,PCD,civil,PP,NCP,41,M,17,,,,
45,PCD,civil,J,NCP,27,M,22,,,,
45,PCD,civil,PP,NCP,46,F,12,,,,
45,PCD,civil,CP,CP,41,F,22,,,,
45,PCD,civil,J,NCP,42,M,12,,,,
45,PCD,civil,PD,NCP,43,F,14,,,,
45,PCD,civil,PD,NCP,50,M,17,,,,
45,PCD,civil,CP,CP,24,M,18,,,,
45,PCD,civil,CP,CP,49,M,13,,,,
45,PCD,civil,CP,CP,36,F,13,,,,
45,PCD,civil,J,NCP,52,F,19,,,,
45,PCD,civil,CP,CP,76,F,10,,,,
45,PCD,civil,CP,CP,45,M,14,,,,
45,PCD,civil,PD,NCP,54,F,20,,,,
45,PCD,civil,CP,CP,56,M,14,,,,
45,PCD,civil,PP,NCP,53,M,13,,,,
45,PCD,civil,J,NCP,57,F,16,,,,
45,PCD,civil,J,NCP,25,M,17,,,,
45,PCD,civil,J,NCP,64,M,15,,,,
45,PCD,civil,J,NCP,26,M,16,,,,
45,PCD,civil,PD,NCP,32,M,18,,,,
45,PCD,civil,CP,CP,23,F,14,,,,
45,PCD,civil,J,NCP,35,M,14,,,,
45,PCD,civil,J,NCP,49,M,12,,,,
45,PCD,civil,J,NCP,28,M,12,,,,
45,PCD,civil,CP,CP,25,M,12,,,,
45,PCD,civil,J,NCP,61,M,14,,,,
45,PCD,civil,CP,CP,68,F,11,,,,
45,PCD,civil,NI,NI,65,M,19,,,,
45,PCD,civil,NI,NI,55,M,15,,,,
45,PCD,civil,NI,NI,42,M,22,,,,
45,PCD,civil,NI,NI,48,M,16,,,,
45,PCD,civil,NI,NI,62,M,15,,,,
45,PCD,civil,NI,NI,56,M,12,,,,
45,PCD,civil,NI,NI,61,M,15,,,,
45,PCD,civil,NI,NI,43,M,16,,,,
45,PCD,civil,NI,NI,46,F,14,,,,
45,PCD,civil,NI,NI,59,M,17,,,,
45,PCD,civil,NI,NI,35,M,13,,,,
45,PCD,civil,NI,NI,50,M,16,,,,
45,PCD,civil,NI,NI,53,M,16,,,,
45,PCD,civil,NI,NI,72,M,22,,,,
45,PCD,civil,NI,NI,55,M,12,,,,
45,PCD,civil,NI,NI,61,F,12,,,,
45,PCD,civil,NI,NI,31,M,12,,,,
45,PCD,civil,NI,NI,65,M,13,,,,
45,PCD,civil,NI,NI,22,M,16,,,,
45,PCD,civil,NI,NI,21,M,13,,,,
45,PCD,civil,NI,NI,53,M,18,,,,
45,PCD,civil,NI,NI,34,F,14,,,,
45,PCD,civil,NI,NI,59,F,12,,,,
45,PCD,civil,NI,NI,34,F,18,,,,
45,PCD,civil,NI,NI,24,M,15,,,,
45,PCD,civil,NI,NI,40,F,12,,,,
45,PCD,civil,NI,NI,59,M,22,,,,
45,PCD,civil,NI,NI,55,F,16,,,,
45,PCD,civil,NI,NI,51,M,22,,,,
45,PCD,civil,NI,NI,32,F,16,,,,
45,PCD,civil,NI,NI,41,F,16,,,,
45,PCD,civil,NI,NI,46,F,12,,,,
45,PCD,civil,NI,NI,23,M,14,,,,
46,PCD,civil,CP,CP,61,F,13,,,,
